provincia_id,provincia_nombre,causa_id,materia_id,materia_descripcion,materia_estadistica,circunscripcion_id,circunscripcion_descripcion,unidad_id,unidad_descripcion,causa_fecha_inicio,objeto_litigio_id,objeto_litigio_descripcion,objeto_litigio_estadistico,acto_procesal_descripcion,acto_procesal_fecha,estado_procesal,fecha_envio
14,Córdoba,102184,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,102240,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,102249,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,102298,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,102301,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-07,ACTIVO,2019-08-14
14,Córdoba,102308,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,102378,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,102465,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,102618,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-13,ACTIVO,2019-08-14
14,Córdoba,102781,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,SENTENCIA DEFINITIVA,2019-06-04,ACTIVO,2019-08-14
14,Córdoba,102817,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,102821,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,102832,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,102843,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,102875,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,102882,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,102887,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,103031,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,103082,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103192,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103193,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103205,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,103216,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103219,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103234,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103263,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,103265,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103269,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-13,ACTIVO,2019-08-14
14,Córdoba,103285,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,103316,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,103332,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103343,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,103361,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,103374,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,103384,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,103385,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-13,ACTIVO,2019-08-14
14,Córdoba,103387,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,103389,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-12,ACTIVO,2019-08-14
14,Córdoba,103390,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103420,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-12,ACTIVO,2019-08-14
14,Córdoba,103466,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103478,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,103488,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-13,ACTIVO,2019-08-14
14,Córdoba,103544,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,103561,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103562,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103610,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103685,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-07,ACTIVO,2019-08-14
14,Córdoba,103706,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,103729,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103769,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103822,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,103828,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-13,ACTIVO,2019-08-14
14,Córdoba,103833,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,103841,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,103973,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,103978,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,104628,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,SENTENCIA DEFINITIVA,2019-06-26,ACTIVO,2019-08-14
14,Córdoba,105039,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,SENTENCIA DEFINITIVA,2019-06-26,ACTIVO,2019-08-14
14,Córdoba,105605,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,MEDIDAS CAUTELARES EMBARGO,2019-02-07,ACTIVO,2019-08-14
14,Córdoba,105761,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,106298,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-02-05,PARALIZADO,2019-08-14
14,Córdoba,107442,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,SENTENCIA DEFINITIVA,2019-06-28,ACTIVO,2019-08-14
14,Córdoba,107449,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,REGULACION DE HONORARIOS,2019-02-22,ACTIVO,2019-08-14
14,Córdoba,107613,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,REGULACION DE HONORARIOS,2019-06-24,ACTIVO,2019-08-14
14,Córdoba,107725,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,REGULACION DE HONORARIOS,2019-06-24,ACTIVO,2019-08-14
14,Córdoba,108155,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-02-05,PARALIZADO,2019-08-14
14,Córdoba,109421,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-12,ACTIVO,2019-08-14
14,Córdoba,109432,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,109440,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-13,ACTIVO,2019-08-14
14,Córdoba,109446,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,109462,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,109464,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,109513,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-12,ACTIVO,2019-08-14
14,Córdoba,109522,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,109585,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,109589,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,109601,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,109606,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,109611,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,109614,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,109624,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-13,ACTIVO,2019-08-14
14,Córdoba,109637,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-13,ACTIVO,2019-08-14
14,Córdoba,109640,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,109645,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,109685,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,109695,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-13,ACTIVO,2019-08-14
14,Córdoba,109708,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,109711,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-13,ACTIVO,2019-08-14
14,Córdoba,109728,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-07,ACTIVO,2019-08-14
14,Córdoba,109736,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,109749,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,109780,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,109785,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,109790,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-12,ACTIVO,2019-08-14
14,Córdoba,109795,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,109799,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,109813,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,109826,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,109842,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,109854,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,109863,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,109935,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,109953,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-07,ACTIVO,2019-08-14
14,Córdoba,1099541,,,,2,Segunda,510,JUZG. DE CONCILIACION 1 NOM. - RIO CUARTO,,,,,ARCHIVO,2019-04-24,PARALIZADO,2019-08-14
14,Córdoba,1099556,,,,5,Quinta,464,"JUZ.1 INS.C.C.CONC.FLIA.CTROL,NIÑEZ Y JUV,PEN.JUVENIL Y FALTAS - S.C. - MORTEROS",,,,,SENTENCIA DEFINITIVA,2019-02-12,ACTIVO,2019-08-14
14,Córdoba,109963,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-07,ACTIVO,2019-08-14
14,Córdoba,109968,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-07,ACTIVO,2019-08-14
14,Córdoba,109983,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,1099835,,,,1,Primera,83,JUZG DE FAMILIA 2A NOM.,,,,,ACTA AUDIENCIA,2019-03-06,ACTIVO,2019-08-14
14,Córdoba,109989,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-12,ACTIVO,2019-08-14
14,Córdoba,109998,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,110008,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,1100095,,,,7,Séptima,654,JUZ.CIV.COM.CONC.Y FLIA. 1°NOM. S.2- COSQUIN,,,,,MEDIDAS CAUTELARES EMBARGO,2019-03-01,ACTIVO,2019-08-14
14,Córdoba,1100178,,,,1,Primera,112,JUZ.CIV.COM.CONC.Y FLIA. 2° NOM. - JESUS MARIA,,,,,SENTENCIA DEFINITIVA,2019-05-03,ACTIVO,2019-08-14
14,Córdoba,1100198,,,,1,Primera,101,JUZGADO CIVI.COM.CONC. Y FAMILIA 1era Nom - SEC.1 - RIO SEGUNDO,,,,,MEDIDAS CAUTELARES EMBARGO,2019-04-08,ACTIVO,2019-08-14
14,Córdoba,110025,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,1100270,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,RECURSO DE APELACION,2019-02-21,ACTIVO,2019-08-14
14,Córdoba,1100288,,,,6,Sexta,609,CAMARA APEL. CIV.COM.TRABAJO Y FLIA - VILLA DOLORES,,,,,ACTA AUDIENCIA,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,110034,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,1100389,,,,1,Primera,112,JUZ.CIV.COM.CONC.Y FLIA. 2° NOM. - JESUS MARIA,,,,,MEDIDAS CAUTELARES EMBARGO,2019-05-02,ACTIVO,2019-08-14
14,Córdoba,110054,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,110055,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-11,ACTIVO,2019-08-14
14,Córdoba,110057,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,110058,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
14,Córdoba,1100600,,,,2,Segunda,518,OF. UNICA DE EJECUCION FISCAL - J.1A INST.C.C.FAM.1A - RIO CUARTO,,,,,ARCHIVO,2019-05-29,PARALIZADO,2019-08-14
14,Córdoba,1100699,,,,2,Segunda,501,J.1A INST.C.C.FAM.2A-SEC.4 - RIO CUARTO,,,,,MEDIDAS CAUTELARES EMBARGO,2019-02-14,ACTIVO,2019-08-14
14,Córdoba,1100735,,,,3,Tercera,566,CAMARA APEL. CIV.COM.TRABAJO Y FLIA S1 - BELL VILLE,,,,,SENTENCIA DEFINITIVA,2019-03-26,ACTIVO,2019-08-14
14,Córdoba,1100786,,,,2,Segunda,518,OF. UNICA DE EJECUCION FISCAL - J.1A INST.C.C.FAM.1A - RIO CUARTO,,,,,ARCHIVO,2019-05-29,PARALIZADO,2019-08-14
14,Córdoba,1100956,,,,7,Séptima,643,J.1A INST.C.C.FAM.1A-SEC.1 - CRUZ DEL EJE,,,,,MEDIDAS CAUTELARES EMBARGO,2019-04-22,ACTIVO,2019-08-14
14,Córdoba,1101320,,,,2,Segunda,518,OF. UNICA DE EJECUCION FISCAL - J.1A INST.C.C.FAM.1A - RIO CUARTO,,,,,ARCHIVO,2019-05-29,PARALIZADO,2019-08-14
14,Córdoba,110139,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,110141,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-06-14,ACTIVO,2019-08-14
14,Córdoba,1101418,,,,1,Primera,83,JUZG DE FAMILIA 2A NOM.,,,,,ACTA AUDIENCIA,2019-03-26,ACTIVO,2019-08-14
14,Córdoba,110150,,,,7,Séptima,74,OF. DE EJECUCION FISCAL (JUZG.1A NOM) - COSQUIN,,,,,ARCHIVO,2019-05-15,ACTIVO,2019-08-14
